transaction_id,amount,recovery_probability,recovery_flag,recovered_amount,expected_recovery,intervention_cost,friction_cost,expected_action_cost,expected_net_recovery,incremental_economic_value,should_intervene,action,economic_priority,economic_rank
T0001904,291.86,0.643397789140613,1,291.86,187.78207873857932,1.5,0.25,1.75,186.03207873857932,186.03207873857932,True,RETRY,LOW,545
T0004409,321.38,0.576328283414335,0,0.0,185.22038372369897,1.5,0.25,1.75,183.47038372369897,183.47038372369897,True,RETRY,LOW,546
T0009771,461.34,0.4014085162660344,1,461.34,185.1858048941723,1.5,0.25,1.75,183.4358048941723,183.4358048941723,True,RETRY,LOW,547
T0041443,364.47,0.504982338009212,0,0.0,184.05091273421752,1.5,0.25,1.75,182.30091273421752,182.30091273421752,True,RETRY,LOW,548
T0002288,320.46,0.5736946001746208,1,320.46,183.84617157195896,1.5,0.25,1.75,182.09617157195896,182.09617157195896,True,RETRY,LOW,549
T0044092,426.11,0.4205033188963214,1,426.11,179.18066921491152,1.5,0.25,1.75,177.43066921491152,177.43066921491152,True,RETRY,LOW,550
T0002672,327.4,0.5382283691854725,0,0.0,176.21596807132366,1.5,0.25,1.75,174.46596807132366,174.46596807132366,True,RETRY,LOW,551
T0000191,300.35,0.5817220425677668,1,300.35,174.72021548522878,1.5,0.25,1.75,172.97021548522878,172.97021548522878,True,RETRY,LOW,552
T0044793,386.63,0.4405474906330202,0,0.0,170.3288763034446,1.5,0.25,1.75,168.5788763034446,168.5788763034446,True,RETRY,LOW,553
T0019367,280.39,0.6058449248439892,0,0.0,169.87285847700613,1.5,0.25,1.75,168.12285847700613,168.12285847700613,True,RETRY,LOW,554
T0025822,249.46,0.6435621412903394,1,249.46,160.54301176628806,1.5,0.25,1.75,158.79301176628806,158.79301176628806,True,RETRY,LOW,555
T0019001,250.75,0.6380300752980247,1,250.75,159.98604138097969,1.5,0.25,1.75,158.23604138097969,158.23604138097969,True,RETRY,LOW,556
T0005658,628.72,0.2478200264627361,0,0.0,155.80940703765145,1.5,0.25,1.75,154.05940703765145,154.05940703765145,True,RETRY,LOW,557
T0001558,374.45,0.4082361973225382,0,0.0,152.86404408742442,1.5,0.25,1.75,151.11404408742442,151.11404408742442,True,RETRY,LOW,558
T0016052,338.92,0.4441444289944146,1,338.92,150.52942987478698,1.5,0.25,1.75,148.77942987478698,148.77942987478698,True,RETRY,LOW,559
T0041575,357.06,0.4169072564952323,0,0.0,148.86090500418766,1.5,0.25,1.75,147.11090500418766,147.11090500418766,True,RETRY,LOW,560
T0017955,279.47,0.4904468200604305,1,279.47,137.06517280228852,1.5,0.25,1.75,135.31517280228852,135.31517280228852,True,RETRY,LOW,561
T0039103,242.71,0.5544856490954306,0,0.0,134.57921189195199,1.5,0.25,1.75,132.82921189195199,132.82921189195199,True,RETRY,LOW,562
T0015600,230.4,0.5693418881955876,1,230.4,131.1763710402634,1.5,0.25,1.75,129.4263710402634,129.4263710402634,True,RETRY,LOW,563
T0014645,304.35,0.4250865053317495,0,0.0,129.37507789771797,1.5,0.25,1.75,127.62507789771797,127.62507789771797,True,RETRY,LOW,564
T0035860,243.65,0.528905018296504,1,243.65,128.86770770794323,1.5,0.25,1.75,127.11770770794323,127.11770770794323,True,RETRY,LOW,565
T0004475,429.62,0.2926713637709761,0,0.0,125.73747130328674,1.5,0.25,1.75,123.98747130328674,123.98747130328674,True,RETRY,LOW,566
T0028832,257.66,0.479606317028577,1,257.66,123.57536364558315,1.5,0.25,1.75,121.82536364558315,121.82536364558315,True,RETRY,LOW,567
T0029260,302.98,0.406487211693107,0,0.0,123.15749539877756,1.5,0.25,1.75,121.40749539877756,121.40749539877756,True,RETRY,LOW,568
T0017251,208.77,0.5564051039223759,1,208.77,116.16069354587441,1.5,0.25,1.75,114.41069354587441,114.41069354587441,True,RETRY,LOW,569
T0016502,492.75,0.2356322783157568,1,492.75,116.10780514008917,1.5,0.25,1.75,114.35780514008917,114.35780514008917,True,RETRY,LOW,570
T0001103,278.71,0.3955694908833492,0,0.0,110.24917280409825,1.5,0.25,1.75,108.49917280409825,108.49917280409825,True,RETRY,LOW,571
T0004058,956.35,0.1145907131744675,0,0.0,109.588828544402,1.5,0.25,1.75,107.838828544402,107.838828544402,True,RETRY,LOW,572
T0037538,220.56,0.4901075553133624,0,0.0,108.09812239991521,1.5,0.25,1.75,106.34812239991521,106.34812239991521,True,RETRY,LOW,573
T0008860,205.28,0.5172147903211869,1,205.28,106.17385215713324,1.5,0.25,1.75,104.42385215713324,104.42385215713324,True,RETRY,LOW,574
T0034892,221.27,0.466122805440571,1,221.27,103.13899315983515,1.5,0.25,1.75,101.38899315983515,101.38899315983515,True,RETRY,LOW,575
T0040635,194.97,0.5076225053980141,0,0.0,98.97115987745082,1.5,0.25,1.75,97.22115987745082,97.22115987745082,True,RETRY,LOW,576
T0040793,199.48,0.4220313839233073,0,0.0,84.18682046502134,1.5,0.25,1.75,82.43682046502134,82.43682046502134,True,RETRY,LOW,577
T0008036,197.03,0.4252322661571702,1,197.03,83.78351340094724,1.5,0.25,1.75,82.03351340094724,82.03351340094724,True,RETRY,LOW,578
T0004593,550.79,0.1304065657544532,0,0.0,71.82663235189527,1.5,0.25,1.75,70.07663235189527,70.07663235189527,True,RETRY,LOW,579
T0045469,110.46,0.5743320270439937,1,110.46,63.44071570727954,1.5,0.25,1.75,61.69071570727954,61.69071570727954,True,RETRY,LOW,580
T0002337,103.68,0.5937604647913978,1,103.68,61.56108498957212,1.5,0.25,1.75,59.81108498957212,59.81108498957212,True,RETRY,LOW,581
