transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank
T0032024,C00696,2026-01-29 13:26:41,372.45,UPI,FAILED,INSUFFICIENT_FUNDS,65,62.0,3.0,0.953846153846154,4.025555555555556,1,NONE,18.0,16.0,2.0,2115.1694444444443,0.1111111111111111,0.1760851836141312,0.2769230769230769,1,4.025555555555556,127.9075,1.0,87.82,85.08,0.7903,DELAYED_RETRY,0.5998,223.41,1.0,222.41,strong historical payment reliability; previous payment succeeded,LOW,2738
T0030905,C00672,2026-01-29 13:54:17,1506.37,UPI,FAILED,BANK_DECLINE,31,29.0,2.0,0.935483870967742,1.4216666666666666,1,NONE,6.0,6.0,0.0,1840.12,0.0,0.8186259591765753,0.1935483870967742,1,1.4216666666666666,248.94972222222225,1.0,84.08,60.79,0.7594,RETRY_NOW,0.5468,823.63,1.5,822.13,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1560
T0045263,C00987,2026-01-29 14:03:53,378.61,NETBANKING,FAILED,NETWORK_ERROR,35,33.0,2.0,0.9428571428571428,22.058333333333334,1,NONE,10.0,10.0,0.0,2146.641,0.0,0.176373226822743,0.2857142857142857,1,22.058333333333334,221.8430555555556,1.0,86.23,69.64,0.777,RETRY_NOW,0.6266,237.23,1.5,235.73,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2702
T0010789,C00234,2026-01-29 14:11:19,614.39,WALLET,FAILED,LIMIT_EXCEEDED,59,57.0,2.0,0.9661016949152542,18.660555555555558,1,NONE,15.0,14.0,1.0,2238.4186666666665,0.0666666666666666,0.2744750162912627,0.2542372881355932,1,18.660555555555558,106.08472222222224,1.0,88.01,82.05,0.7924,RETRY_NOW,0.5705,350.53,1.5,349.03,strong historical payment reliability; previous payment succeeded,MEDIUM,2482
T0041250,C00899,2026-01-29 14:17:45,3761.39,UPI,FAILED,NETWORK_ERROR,50,48.0,2.0,0.96,21.81138888888889,1,NONE,10.0,10.0,0.0,1572.807,0.0,2.391514025560669,0.2,1,21.81138888888889,267.0180555555556,1.0,87.37,77.14,0.787,RETRY_NOW,0.6346,2387.12,1.5,2385.62,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,367
T0015777,C00347,2026-01-29 14:18:58,450.45,WALLET,FAILED,NETWORK_ERROR,68,58.0,10.0,0.8529411764705882,5.050277777777778,1,NONE,13.0,12.0,1.0,2887.7638461538463,0.0769230769230769,0.1559857467569396,0.1911764705882352,1,5.050277777777778,69.8,1.0,83.69,80.82,0.7522,RETRY_NOW,0.6066,273.23,1.5,271.73,previous payment succeeded,MEDIUM,2637
T0017693,C00388,2026-01-29 14:24:59,1697.98,NETBANKING,FAILED,PAYMENT_TIMEOUT,33,31.0,2.0,0.9393939393939394,88.42916666666666,1,NONE,6.0,5.0,1.0,2191.2133333333336,0.1666666666666666,0.7749040105634016,0.1818181818181818,1,88.42916666666666,193.93277777777777,1.0,81.12,67.12,0.7359,RETRY_NOW,0.5934,1007.63,1.5,1006.13,strong historical payment reliability; previous payment succeeded,HIGH,1303
T0011198,C00243,2026-01-29 14:32:56,2470.25,UPI,FAILED,INSUFFICIENT_FUNDS,52,49.0,3.0,0.9423076923076924,0.0538888888888888,1,NONE,19.0,19.0,0.0,1582.2394736842105,0.0,1.5612364885879608,0.3653846153846153,1,0.0538888888888888,477.9819444444444,1.0,90.05,83.57,0.8075,DELAYED_RETRY,0.6129,1514.0,1.0,1513.0,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,809
T0022489,C00494,2026-01-29 14:59:27,636.59,WALLET,FAILED,BANK_DECLINE,49,49.0,0.0,1.0,9.355,1,NONE,12.0,12.0,0.0,3518.4733333333334,0.0,0.1809279024425366,0.2448979591836734,1,9.355,-1.0,1.0,89.29,78.57,0.8043,RETRY_NOW,0.5791,368.65,1.5,367.15,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2442
T0023973,C00526,2026-01-29 15:02:16,11864.91,UPI,FAILED,BANK_DECLINE,58,56.0,2.0,0.9655172413793104,1.343611111111111,1,NONE,15.0,14.0,1.0,1694.436,0.0666666666666666,7.002276863806009,0.2586206896551724,1,1.343611111111111,33.20027777777778,1.0,87.99,82.05,0.7922,RETRY_NOW,0.5704,6767.55,1.5,6766.05,strong historical payment reliability; previous payment succeeded,HIGH,27
T0010055,C00219,2026-01-29 15:13:33,18160.6,NETBANKING,FAILED,PAYMENT_TIMEOUT,24,23.0,1.0,0.9583333333333334,5.035833333333334,1,NONE,6.0,6.0,0.0,1915.33,0.0,9.481708112962258,0.25,1,5.035833333333334,524.9752777777778,1.0,83.89,50.29,0.759,RETRY_NOW,0.6121,11115.33,1.5,11113.83,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,6
T0027356,C00599,2026-01-29 15:16:47,1340.14,WALLET,FAILED,NETWORK_ERROR,51,46.0,5.0,0.9019607843137256,22.85805555555556,1,NONE,11.0,10.0,1.0,2450.9236363636364,0.0909090909090909,0.5467897816630168,0.2156862745098039,1,22.85805555555556,81.8875,1.0,84.17,79.68,0.7585,RETRY_NOW,0.6117,819.7,1.5,818.2,strong historical payment reliability; previous payment succeeded,MEDIUM,1567
T0005738,C00126,2026-01-29 16:04:38,1329.43,UPI,FAILED,BANK_DECLINE,53,49.0,4.0,0.9245283018867924,31.989444444444445,1,NONE,19.0,17.0,2.0,2763.483157894737,0.1052631578947368,0.4810704187583252,0.3584905660377358,1,31.989444444444445,100.68083333333334,1.0,87.42,85.68,0.7856,RETRY_NOW,0.5656,751.97,1.5,750.47,strong historical payment reliability; previous payment succeeded,MEDIUM,1693
T0010223,C00222,2026-01-29 16:17:37,407.49,UPI,FAILED,BANK_DECLINE,48,46.0,2.0,0.9583333333333334,7.978055555555556,1,NONE,12.0,11.0,1.0,2011.6475,0.0833333333333333,0.2025653102742901,0.25,1,7.978055555555556,13.827222222222222,1.0,86.37,80.24,0.7789,RETRY_NOW,0.5608,228.52,1.5,227.02,strong historical payment reliability; previous payment succeeded,LOW,2729
T0017737,C00389,2026-01-29 16:30:21,780.59,CARD,FAILED,INSUFFICIENT_FUNDS,49,47.0,2.0,0.9591836734693876,8.460277777777778,1,NONE,18.0,17.0,1.0,1714.65,0.0555555555555555,0.4552474265885166,0.3673469387755102,1,8.460277777777778,83.25638888888889,1.0,89.09,83.97,0.8007,DELAYED_RETRY,0.6077,474.39,1.0,473.39,strong historical payment reliability; previous payment succeeded,MEDIUM,2203
T0005571,C00122,2026-01-29 16:38:14,1026.69,NETBANKING,FAILED,NETWORK_ERROR,48,40.0,8.0,0.8333333333333334,8.220833333333333,1,NONE,9.0,7.0,2.0,1956.9666666666667,0.2222222222222222,0.5246333611541671,0.1875,1,8.220833333333333,26.25027777777778,1.0,78.77,80.87,0.7118,RETRY_NOW,0.574,589.32,1.5,587.82,previous payment succeeded,MEDIUM,1993
T0022790,C00501,2026-01-29 16:45:37,3227.53,CARD,FAILED,BANK_DECLINE,42,41.0,1.0,0.9761904761904762,12.537222222222224,1,NONE,11.0,11.0,0.0,2134.621818181818,0.0,1.5119914790101208,0.2619047619047619,1,12.537222222222224,307.9125,1.0,88.21,77.86,0.7945,RETRY_NOW,0.572,1846.28,1.5,1844.78,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,585
T0035634,C00775,2026-01-29 16:58:16,814.94,UPI,FAILED,INSUFFICIENT_FUNDS,62,60.0,2.0,0.967741935483871,5.626111111111111,1,NONE,25.0,25.0,0.0,1409.458,0.0,0.5781938872956839,0.4032258064516129,1,5.626111111111111,205.7686111111111,1.0,92.96,87.86,0.8321,DELAYED_RETRY,0.6316,514.69,1.0,513.69,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2121
T0020291,C00447,2026-01-29 16:59:00,2049.98,CARD,FAILED,INSUFFICIENT_FUNDS,41,41.0,0.0,1.0,3.7191666666666663,1,NONE,10.0,10.0,0.0,2227.215,0.0,0.9204230395359226,0.2439024390243902,1,3.7191666666666663,-1.0,1.0,88.57,77.14,0.7986,DELAYED_RETRY,0.6061,1242.57,1.0,1241.57,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1038
T0024654,C00542,2026-01-29 17:13:39,1878.39,WALLET,FAILED,BANK_DECLINE,68,60.0,8.0,0.8823529411764706,26.92833333333333,1,NONE,18.0,15.0,3.0,2796.565,0.1666666666666666,0.6716775758832711,0.2647058823529412,1,26.92833333333333,98.56444444444443,1.0,84.57,86.19,0.7607,RETRY_NOW,0.5477,1028.8,1.5,1027.3,previous payment succeeded,HIGH,1272
T0016314,C00357,2026-01-29 17:24:51,711.4,CARD,FAILED,BANK_DECLINE,31,30.0,1.0,0.967741935483871,17.438333333333333,1,NONE,10.0,10.0,0.0,2169.754,0.0,0.3278712701992944,0.3225806451612903,1,17.438333333333333,543.86,1.0,86.48,63.64,0.7802,RETRY_NOW,0.5617,399.62,1.5,398.12,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2358
T0041390,C00902,2026-01-29 17:39:56,1517.73,NETBANKING,FAILED,INSUFFICIENT_FUNDS,28,26.0,2.0,0.9285714285714286,54.91444444444444,1,NONE,5.0,5.0,0.0,1596.8560000000002,0.0,0.9504488820532344,0.1785714285714285,1,54.91444444444444,435.6563888888889,1.0,83.14,55.57,0.7515,DELAYED_RETRY,0.5704,865.7,1.0,864.7,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1503
T0016822,C00369,2026-01-29 18:16:21,2588.44,UPI,FAILED,LIMIT_EXCEEDED,29,25.0,4.0,0.8620689655172413,12.005555555555556,1,NONE,11.0,9.0,2.0,1679.0027272727273,0.1818181818181818,1.5416532432943149,0.3793103448275862,1,12.005555555555556,92.50611111111112,1.0,79.78,64.99,0.7213,RETRY_NOW,0.5193,1344.27,1.5,1342.77,previous payment succeeded,HIGH,952
T0041455,C00905,2026-01-29 18:17:42,611.11,CARD,FAILED,INSUFFICIENT_FUNDS,43,39.0,4.0,0.9069767441860463,16.404444444444444,1,NONE,12.0,11.0,1.0,1389.1625,0.0833333333333333,0.4399125372301656,0.2790697674418604,1,16.404444444444444,143.33583333333334,1.0,84.83,80.24,0.764,DELAYED_RETRY,0.5799,354.37,1.0,353.37,strong historical payment reliability; previous payment succeeded,MEDIUM,2475
T0029162,C00636,2026-01-29 18:18:13,5310.59,CARD,FAILED,BANK_DECLINE,68,67.0,1.0,0.9852941176470588,5.5275,1,NONE,21.0,21.0,0.0,3905.188571428571,0.0,1.359880554515019,0.3088235294117647,1,5.5275,230.4272222222222,1.0,92.06,85.0,0.8257,RETRY_NOW,0.5945,3157.17,1.5,3155.67,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,203
T0007011,C00153,2026-01-29 18:19:03,1675.35,UPI,FAILED,PAYMENT_TIMEOUT,70,66.0,4.0,0.9428571428571428,14.780277777777778,1,NONE,18.0,18.0,0.0,1609.0261111111113,0.0,1.0412198959550063,0.2571428571428571,1,14.780277777777778,417.6988888888889,1.0,89.71,82.86,0.8048,RETRY_NOW,0.649,1087.29,1.5,1085.79,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1218
T0009053,C00197,2026-01-29 18:37:40,2759.78,CARD,FAILED,LIMIT_EXCEEDED,43,40.0,3.0,0.9302325581395348,7.288333333333333,1,NONE,5.0,5.0,0.0,2153.346,0.0,1.2816240399824277,0.1162790697674418,1,7.288333333333333,310.3075,1.0,84.69,73.57,0.764,RETRY_NOW,0.5501,1518.1,1.5,1516.6,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,807
T0022683,C00499,2026-01-29 19:39:29,3428.34,UPI,FAILED,BANK_DECLINE,32,31.0,1.0,0.96875,1.336111111111111,1,NONE,8.0,8.0,0.0,2518.9325,0.0,1.3610289279287953,0.25,1,1.336111111111111,532.325,1.0,85.92,63.71,0.7758,RETRY_NOW,0.5586,1914.99,1.5,1913.49,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,557
T0007997,C00174,2026-01-29 19:50:52,1579.62,UPI,FAILED,PAYMENT_TIMEOUT,58,53.0,5.0,0.913793103448276,21.22,1,NONE,10.0,10.0,0.0,3075.2380000000003,0.0,0.513657804696742,0.1724137931034483,1,21.22,247.65222222222224,1.0,85.99,77.14,0.7736,RETRY_NOW,0.6238,985.42,1.5,983.92,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1327
T0014221,C00313,2026-01-29 20:33:06,1659.91,UPI,FAILED,NETWORK_ERROR,45,42.0,3.0,0.9333333333333332,1.7419444444444443,1,NONE,10.0,9.0,1.0,3121.996,0.1,0.5316822955570731,0.2222222222222222,1,1.7419444444444443,150.89527777777778,1.0,84.57,79.14,0.7632,RETRY_NOW,0.6154,1021.58,1.5,1020.08,strong historical payment reliability; previous payment succeeded,HIGH,1282
T0026781,C00588,2026-01-29 20:40:55,1231.47,UPI,FAILED,NETWORK_ERROR,82,79.0,3.0,0.9634146341463414,8.948333333333334,1,NONE,27.0,25.0,2.0,1746.4037037037035,0.074074074074074,0.7051462370288996,0.3292682926829268,1,8.948333333333334,75.0813888888889,1.0,92.06,90.77,0.8247,RETRY_NOW,0.665,818.97,1.5,817.47,strong historical payment reliability; previous payment succeeded,MEDIUM,1569
T0030679,C00668,2026-01-29 20:41:01,2636.81,CARD,FAILED,INSUFFICIENT_FUNDS,44,39.0,5.0,0.8863636363636364,16.934722222222224,1,NONE,11.0,11.0,0.0,1921.5509090909093,0.0,1.3722301020104024,0.25,1,16.934722222222224,186.2238888888889,1.0,85.52,77.86,0.7685,DELAYED_RETRY,0.5833,1538.03,1.0,1537.03,low recent failure rate; previous payment succeeded,HIGH,792
T0040869,C00891,2026-01-29 20:44:09,1283.9,UPI,FAILED,BANK_DECLINE,47,46.0,1.0,0.9787234042553192,24.70861111111111,1,NONE,17.0,17.0,0.0,2302.7247058823527,0.0,0.5575568789096907,0.3617021276595745,1,24.70861111111111,281.23027777777776,1.0,90.43,82.14,0.8124,RETRY_NOW,0.5849,750.99,1.5,749.49,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1694
T0021145,C00466,2026-01-29 20:46:42,1308.32,UPI,FAILED,INSUFFICIENT_FUNDS,27,26.0,1.0,0.9629629629629628,27.02027777777778,1,NONE,14.0,13.0,1.0,2177.7414285714285,0.0714285714285714,0.600769211089602,0.5185185185185185,1,27.02027777777778,140.715,1.0,85.84,61.93,0.7749,DELAYED_RETRY,0.5881,769.49,1.0,768.49,strong historical payment reliability; previous payment succeeded,MEDIUM,1658
T0006454,C00140,2026-01-29 21:09:24,1936.01,CARD,FAILED,LIMIT_EXCEEDED,50,44.0,6.0,0.88,19.33361111111111,1,NONE,13.0,10.0,3.0,2096.362307692308,0.2307692307692307,0.9235092583453168,0.26,1,19.33361111111111,76.00944444444444,1.0,81.43,83.9,0.7354,RETRY_NOW,0.5295,1025.09,1.5,1023.59,previous payment succeeded,HIGH,1277
T0021478,C00474,2026-01-29 21:12:49,3449.74,UPI,FAILED,INSUFFICIENT_FUNDS,72,69.0,3.0,0.9583333333333334,9.555,1,NONE,20.0,19.0,1.0,1700.9575,0.05,2.0281165167266084,0.2777777777777778,1,9.555,42.925,1.0,89.89,85.29,0.807,DELAYED_RETRY,0.6125,2113.01,1.0,2112.01,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,459
T0014890,C00327,2026-01-29 21:35:52,1793.14,CARD,FAILED,INSUFFICIENT_FUNDS,67,62.0,5.0,0.9253731343283582,4.605555555555555,1,NONE,25.0,22.0,3.0,2047.7244,0.12,0.8756744804134775,0.373134328358209,1,4.605555555555555,11.448055555555555,1.0,89.29,90.26,0.8006,DELAYED_RETRY,0.6077,1089.61,1.0,1088.61,strong historical payment reliability; previous payment succeeded,HIGH,1211
T0042084,C00919,2026-01-29 21:41:38,1459.62,UPI,FAILED,NETWORK_ERROR,29,28.0,1.0,0.9655172413793104,9.319444444444445,1,NONE,9.0,9.0,0.0,2912.9588888888884,0.0,0.5010781324678267,0.3103448275862069,1,9.319444444444445,247.1822222222222,1.0,85.8,59.93,0.7747,RETRY_NOW,0.6247,911.85,1.5,910.35,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1438
T0010178,C00221,2026-01-29 21:46:21,1026.98,UPI,FAILED,BANK_DECLINE,50,47.0,3.0,0.94,12.408888888888889,1,NONE,13.0,13.0,0.0,2729.006153846154,0.0,0.3763201481068904,0.26,1,12.408888888888889,633.9713888888889,1.0,87.84,79.29,0.7897,RETRY_NOW,0.5686,583.92,1.5,582.42,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2002
T0006042,C00133,2026-01-29 21:46:36,1136.26,UPI,FAILED,INSUFFICIENT_FUNDS,44,39.0,5.0,0.8863636363636364,33.062222222222225,1,NONE,9.0,8.0,1.0,2288.0944444444444,0.1111111111111111,0.4965966342686903,0.2045454545454545,1,33.062222222222225,100.1463888888889,1.0,82.58,78.65,0.745,DELAYED_RETRY,0.5655,642.5,1.0,641.5,previous payment succeeded,MEDIUM,1890
T0045136,C00984,2026-01-29 21:51:24,4239.76,NETBANKING,FAILED,NETWORK_ERROR,56,49.0,7.0,0.875,1.6094444444444445,1,NONE,15.0,14.0,1.0,2833.217333333333,0.0666666666666666,1.4964471486597335,0.2678571428571428,1,1.6094444444444445,148.92916666666667,1.0,85.27,82.05,0.7659,RETRY_NOW,0.6176,2618.57,1.5,2617.07,previous payment succeeded,HIGH,296
T0013620,C00298,2026-01-29 21:53:25,1978.42,CARD,FAILED,INSUFFICIENT_FUNDS,51,51.0,0.0,1.0,11.697222222222225,1,NONE,18.0,18.0,0.0,1870.8427777777777,0.0,1.057502011125705,0.3529411764705882,1,11.697222222222225,-1.0,1.0,91.43,82.86,0.8214,DELAYED_RETRY,0.6234,1233.43,1.0,1232.43,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1047
T0043818,C00955,2026-01-29 22:41:11,2396.38,CARD,FAILED,INSUFFICIENT_FUNDS,64,59.0,5.0,0.921875,2.7316666666666665,1,NONE,20.0,17.0,3.0,2403.275,0.15,0.997130998325202,0.3125,1,2.7316666666666665,99.38222222222224,1.0,86.8,87.29,0.7805,DELAYED_RETRY,0.5924,1419.61,1.0,1418.61,strong historical payment reliability; previous payment succeeded,HIGH,886
T0003793,C00084,2026-01-29 22:44:08,2747.84,UPI,FAILED,BANK_DECLINE,63,62.0,1.0,0.984126984126984,0.2691666666666666,1,NONE,18.0,18.0,0.0,1801.2855555555554,0.0,1.5254882778163992,0.2857142857142857,1,0.2691666666666666,357.1686111111111,1.0,90.95,82.86,0.8168,RETRY_NOW,0.5881,1615.99,1.5,1614.49,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,731
T0038061,C00827,2026-01-29 22:48:49,1181.42,CARD,FAILED,INSUFFICIENT_FUNDS,72,69.0,3.0,0.9583333333333334,10.539444444444444,1,NONE,16.0,16.0,0.0,1753.708125,0.0,0.6736696849140732,0.2222222222222222,1,10.539444444444444,531.9494444444445,1.0,89.46,81.43,0.8036,DELAYED_RETRY,0.6099,720.59,1.0,719.59,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1750
T0011416,C00250,2026-01-29 22:52:48,466.88,UPI,FAILED,BANK_DECLINE,22,20.0,2.0,0.9090909090909092,23.177777777777777,1,NONE,9.0,7.0,2.0,1809.6677777777777,0.2222222222222222,0.2579921053649504,0.4090909090909091,1,23.177777777777777,23.42805555555556,1.0,78.79,53.87,0.7158,RETRY_NOW,0.5154,240.62,1.5,239.12,strong historical payment reliability; previous payment succeeded,LOW,2695
T0021905,C00482,2026-01-29 23:13:11,1462.77,UPI,FAILED,PAYMENT_TIMEOUT,42,37.0,5.0,0.8809523809523809,41.66444444444444,1,NONE,15.0,14.0,1.0,2194.7793333333334,0.0666666666666666,0.6664770247213918,0.3571428571428571,1,41.66444444444444,73.49388888888889,1.0,85.45,82.05,0.7676,RETRY_NOW,0.619,905.44,1.5,903.94,previous payment succeeded,MEDIUM,1447
T0026878,C00590,2026-01-29 23:23:14,12853.93,UPI,FAILED,PAYMENT_TIMEOUT,57,52.0,5.0,0.912280701754386,13.608333333333333,1,NONE,18.0,17.0,1.0,1704.225,0.0555555555555555,7.542390236031041,0.3157894736842105,1,13.608333333333333,168.9152777777778,1.0,87.69,83.97,0.7871,RETRY_NOW,0.6347,8158.61,1.5,8157.11,strong historical payment reliability; previous payment succeeded,HIGH,13
T0032164,C00699,2026-01-29 23:25:07,1386.58,UPI,FAILED,NETWORK_ERROR,61,59.0,2.0,0.9672131147540984,29.46333333333333,1,NONE,15.0,14.0,1.0,2894.239333333333,0.0666666666666666,0.4790827019834112,0.2459016393442623,1,29.46333333333333,138.22805555555556,1.0,88.04,82.05,0.7927,RETRY_NOW,0.6392,886.35,1.5,884.85,strong historical payment reliability; previous payment succeeded,MEDIUM,1471
T0038323,C00834,2026-01-29 23:28:16,4291.16,UPI,FAILED,INSUFFICIENT_FUNDS,54,50.0,4.0,0.925925925925926,5.499722222222222,1,NONE,15.0,14.0,1.0,2867.6026666666667,0.0666666666666666,1.4964276780325678,0.2777777777777778,1,5.499722222222222,140.3022222222222,1.0,86.8,82.05,0.7807,DELAYED_RETRY,0.5926,2542.73,1.0,2541.73,strong historical payment reliability; previous payment succeeded,HIGH,320
T0016315,C00357,2026-01-29 23:33:31,838.43,CARD,FAILED,NETWORK_ERROR,33,31.0,2.0,0.9393939393939394,5.7025,1,NONE,12.0,11.0,1.0,2721.3325,0.0833333333333333,0.3080953907690442,0.3636363636363636,1,5.7025,6.144444444444445,1.0,84.93,69.74,0.7664,RETRY_NOW,0.618,518.17,1.5,516.67,strong historical payment reliability; previous payment succeeded,MEDIUM,2117
T0027839,C00610,2026-01-29 23:38:41,1096.4,UPI,FAILED,BANK_DECLINE,40,36.0,4.0,0.9,19.15277777777778,1,NONE,12.0,10.0,2.0,2640.2191666666668,0.1666666666666666,0.4152685556723037,0.3,1,19.15277777777778,53.10888888888889,1.0,82.95,81.9,0.7486,RETRY_NOW,0.539,590.95,1.5,589.45,strong historical payment reliability; previous payment succeeded,MEDIUM,1990
T0002337,C00054,2026-01-29 23:55:15,103.68,NETBANKING,FAILED,NETWORK_ERROR,39,36.0,3.0,0.9230769230769232,27.53333333333333,1,NONE,9.0,9.0,0.0,1776.1,0.0,0.0583750914925961,0.2307692307692307,1,27.53333333333333,250.0905555555556,1.0,85.78,74.93,0.7724,RETRY_NOW,0.6229,64.58,1.5,63.08,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2893
T0000751,C00017,2026-01-30 00:00:17,2198.61,WALLET,FAILED,INSUFFICIENT_FUNDS,48,44.0,4.0,0.9166666666666666,13.774166666666666,1,NONE,12.0,12.0,0.0,1197.2483333333332,0.0,1.836385934970328,0.25,1,13.774166666666666,409.8455555555556,1.0,86.79,78.57,0.7802,DELAYED_RETRY,0.5922,1301.95,1.0,1300.95,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,982
T0025078,C00551,2026-01-30 00:00:37,1571.32,CARD,FAILED,BANK_DECLINE,70,60.0,10.0,0.8571428571428571,10.930555555555555,1,NONE,25.0,21.0,4.0,2828.2092,0.16,0.55558832069424,0.3571428571428571,1,10.930555555555555,24.669444444444444,1.0,86.44,91.06,0.7744,RETRY_NOW,0.5576,876.12,1.5,874.62,previous payment succeeded,MEDIUM,1486
T0018657,C00411,2026-01-30 00:13:43,3886.18,UPI,FAILED,PAYMENT_TIMEOUT,45,42.0,3.0,0.9333333333333332,8.719722222222222,1,NONE,13.0,12.0,1.0,1759.1076923076923,0.0769230769230769,2.209176855398716,0.2888888888888888,1,8.719722222222222,62.70805555555555,1.0,86.1,80.82,0.7755,RETRY_NOW,0.6254,2430.27,1.5,2428.77,strong historical payment reliability; previous payment succeeded,HIGH,350
T0044106,C00961,2026-01-30 00:29:18,1428.35,CARD,FAILED,BANK_DECLINE,20,18.0,2.0,0.9,7.066111111111111,1,NONE,7.0,5.0,2.0,1877.321428571428,0.2857142857142857,0.7608446685056598,0.35,1,7.066111111111111,68.97027777777778,1.0,76.29,50.71,0.6953,RETRY_NOW,0.5006,715.05,1.5,713.55,strong historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,1758
T0019256,C00424,2026-01-30 00:29:42,1799.13,CARD,FAILED,INSUFFICIENT_FUNDS,31,29.0,2.0,0.935483870967742,17.918333333333333,1,NONE,6.0,5.0,1.0,2754.206666666667,0.1666666666666666,0.6532298471913267,0.1935483870967742,1,17.918333333333333,84.60194444444444,1.0,80.75,64.12,0.7328,DELAYED_RETRY,0.5562,1000.67,1.0,999.67,strong historical payment reliability; previous payment succeeded,MEDIUM,1312
T0043186,C00943,2026-01-30 01:09:48,2001.51,UPI,FAILED,INSUFFICIENT_FUNDS,48,46.0,2.0,0.9583333333333334,1.3244444444444443,1,NONE,15.0,15.0,0.0,1420.4993333333334,0.0,1.4090186127037956,0.3125,1,1.3244444444444443,321.0466666666667,1.0,89.11,80.71,0.8008,DELAYED_RETRY,0.6078,1216.53,1.0,1215.53,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1064
T0022815,C00502,2026-01-30 01:48:00,414.23,NETBANKING,FAILED,LIMIT_EXCEEDED,77,71.0,6.0,0.922077922077922,5.339444444444444,1,NONE,25.0,23.0,2.0,2084.7608,0.08,0.1986942578736131,0.3246753246753247,1,5.339444444444444,24.509722222222223,1.0,89.99,89.46,0.806,RETRY_NOW,0.5803,240.39,1.5,238.89,strong historical payment reliability; previous payment succeeded,LOW,2697
T0041735,C00909,2026-01-30 01:49:05,3404.19,CARD,FAILED,LIMIT_EXCEEDED,60,54.0,6.0,0.9,15.684444444444445,1,NONE,17.0,13.0,4.0,2242.668823529412,0.2352941176470588,1.5179191703582156,0.2833333333333333,1,15.684444444444445,35.04055555555556,1.0,83.37,86.85,0.752,RETRY_NOW,0.5414,1843.16,1.5,1841.66,strong historical payment reliability; previous payment succeeded,HIGH,588
T0018357,C00404,2026-01-30 01:52:41,3583.63,NETBANKING,FAILED,LIMIT_EXCEEDED,59,55.0,4.0,0.9322033898305084,3.8219444444444446,1,NONE,18.0,18.0,0.0,1831.5872222222224,0.0,1.9565707581493528,0.3050847457627119,1,3.8219444444444446,188.50444444444443,1.0,89.39,82.86,0.8017,RETRY_NOW,0.5772,2068.56,1.5,2067.06,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,474
T0027449,C00601,2026-01-30 02:41:14,1094.43,UPI,FAILED,LIMIT_EXCEEDED,26,23.0,3.0,0.8846153846153846,22.534444444444443,1,NONE,7.0,4.0,3.0,2829.648571428572,0.4285714285714285,0.3867724109101887,0.2692307692307692,1,22.534444444444443,99.45055555555555,1.0,73.72,62.57,0.674,RETRY_NOW,0.4853,531.1,1.5,529.6,elevated recent failure rate; previous payment succeeded,MEDIUM,2099
